Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15182,4,0.1,2.9,5767,3.9,0.13,2.9,8001,4.1,0.14,2.9
"Under 6 years",3461,3.2,0.06,2.8,1581,3.3,0.1,2.9,1580,3,0.08,2.7
"6–11 years",1553,3.8,0.13,3.2,733,3.8,0.21,3.2,693,3.8,0.16,3.1
"12–19 years",1659,3.9,0.18,3.2,711,3.9,0.23,3.1,796,3.9,0.26,3.2
"20–59 years",5921,4.3,0.17,3,1939,4.2,0.25,2.9,3484,4.3,0.21,3
"60 years and over",2588,3.8,0.17,2.6,803,3.7,0.33,2.3,1448,3.8,0.21,2.6
