| Age               | Mean |
| ----------------- | ---- |
| All ages          | 265  |
| 2–11 months       | 116  |
| 1–2 years         | 175  |
| 3–5 years         | 218  |
| 6–11 years        | 262  |
| 12–15 years       | 310  |
| 16–19 years       | 321  |
| 20–29 years       | 307  |
| 30–39 years       | 284  |
| 40–49 years       | 265  |
| 50–59 years       | 244  |
| 60–69 years       | 228  |
| 70–79 years       | 211  |
| 80 years and over | 205  |
