| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.868 |
| 12–15              | 1.123 |
| 16–19              | 1.352 |
| 20–29              | 1.382 |
| 30–39              | 1.378 |
| 40–49              | 1.366 |
| 50–59              | 1.322 |
| 60–69              | 1.279 |
| 70–79              | 1.2   |
| 80+                | 1.112 |
| 20+ (age-adjusted) | 1.33  |
