Age,Mean
"8–11 years",0.916
"12–15 years",1.19
"16–19 years",1.265
"20–29 years",1.285
"30–39 years",1.31
"40–49 years",1.293
"50–59 years",1.232
"60–69 years",1.158
"70–79 years",1.066
"80 years and over",0.967
"20 years and over (age-adjusted)",1.238
