| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.916 |
| 12–15              | 1.19  |
| 16–19              | 1.265 |
| 20–29              | 1.285 |
| 30–39              | 1.31  |
| 40–49              | 1.293 |
| 50–59              | 1.232 |
| 60–69              | 1.158 |
| 70–79              | 1.066 |
| 80+                | 0.967 |
| 20+ (age-adjusted) | 1.238 |
