Age,Median
"All ages",85
"2–11 months",25
"1–2 years",57
"3–5 years",76
"6–11 years",94
"12–15 years",95
"16–19 years",93
"20–29 years",95
"30–39 years",89
"40–49 years",87
"50–59 years",79
"60–69 years",76
"70–79 years",75
"80 years and over",73
