| Age   | Mean  |
| ----- | ----- |
| 6     | 96.1  |
| 7-11  | 103.3 |
| 7     | 98    |
| 8     | 102.4 |
| 9     | 104.5 |
| 10    | 103.8 |
| 11    | 107   |
| 12-17 | 111.9 |
| 12    | 109.7 |
| 13    | 111.4 |
| 14    | 112.8 |
| 15    | 111.7 |
| 16    | 113.6 |
| 17    | 112.2 |
| 18-74 | 128.4 |
| 18-24 | 114.8 |
| 25-34 | 116.7 |
| 35-44 | 123.6 |
| 45-54 | 132.9 |
| 55-64 | 144   |
| 65-74 | 152.5 |
| 40-74 | 138.7 |
