Age,Mean
"6 years",95.6
"7-11 years",103.3
"7 years",99.9
"8 years",101.5
"9 years",104
"10 years",104.5
"11 years",106
"12-17 years",113.4
"12 years",109.3
"13 years",111.4
"14 years",113.6
"15 years",114.1
"16 years",116.4
"17 years",116.3
"18-74 years",129.8
"18-24 years",119
"25-34 years",120.9
"35-44 years",125.6
"45-54 years",134.1
"55-64 years",142
"65-74 years",150.1
"40-74 years",138.1
