Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29105,28,0.3,24,10696,27,0.4,23,15771,28,0.4,25
"Under 6 years",6871,21,0.3,19,3145,22,0.4,20,3128,20,0.3,18
"6–11 years",3134,28,0.4,26,1446,28,0.7,26,1439,27,0.6,25
"12–19 years",3121,32,0.6,29,1345,32,1,28,1470,32,0.8,29
"20–59 years",10940,30,0.4,26,3329,29,0.8,24,6710,31,0.5,27
"60 years and over",5039,21,0.3,18,1431,18,0.6,16,3024,22,0.4,19
