Age,"Standard error"
"2 years",0.23
"3 years",0.32
"4 years",0.27
"5 years",0.33
"6 years",0.68
"7 years",0.64
"8 years",0.76
"9 years",0.82
"10 years",0.75
"11 years",0.94
"12 years",1.03
"13 years",1.15
"14 years",1.74
"15 years",1.21
"16 years",1.06
"17 years",0.96
"18 years",1.18
"19 years",1.2
"20 years and older",0.21
"20–29 years",0.32
"30–39 years",0.34
"40–49 years",0.43
"50–59 years",0.4
"60–69 years",0.36
"70–79 years",0.43
"80 years and older",0.46
