Age,"Standard error"
"2 years",0.28
"3 years",0.28
"4 years",0.4
"5 years",0.39
"6 years",0.67
"7 years",0.79
"8 years",0.85
"9 years",0.97
"10 years",0.92
"11 years",0.9
"12 years",1.11
"13 years",1.13
"14 years",1.12
"15 years",1.14
"16 years",1.27
"17 years",1.25
"18 years",1.35
"19 years",1.48
"20 years and older",0.28
"20–29 years",0.41
"30–39 years",0.47
"40–49 years",0.53
"50–59 years",0.63
"60–69 years",0.56
"70–79 years",0.58
"80 years and older",0.62
