Age,"Standard error"
"All ages",0.07
"2–11 months",0.21
"1–2 years",0.1
"3–5 years",0.17
"6–11 years",0.17
"12–15 years",0.27
"16–19 years",0.2
"20–29 years",0.16
"30–39 years",0.14
"40–49 years",0.19
"50–59 years",0.15
"60–69 years",0.12
"70–79 years",0.14
"80 years and over",0.14
