| Age               | Mean |
| ----------------- | ---- |
| All ages          | 317  |
| 2–11 months       | 144  |
| 1–2 years         | 192  |
| 3–5 years         | 237  |
| 6–11 years        | 279  |
| 12–15 years       | 338  |
| 16–19 years       | 325  |
| 20–29 years       | 330  |
| 30–39 years       | 340  |
| 40–49 years       | 327  |
| 50–59 years       | 349  |
| 60–69 years       | 345  |
| 70–79 years       | 306  |
| 80 years and over | 323  |
