| Age               | Mean |
| ----------------- | ---- |
| All ages          | 277  |
| 2–11 months       | 142  |
| 1–2 years         | 189  |
| 3–5 years         | 228  |
| 6–11 years        | 259  |
| 12–15 years       | 285  |
| 16–19 years       | 275  |
| 20–29 years       | 285  |
| 30–39 years       | 286  |
| 40–49 years       | 279  |
| 50–59 years       | 291  |
| 60–69 years       | 308  |
| 70–79 years       | 284  |
| 80 years and over | 285  |
