Age,Mean
"7-74 years",125.9
"7-11 years",104.2
"12-17 years",116.1
"18-24 years",123.5
"25-34 years",126.5
"35-44 years",129.1
"45-54 years",135
"55-64 years",141
"65-74 years",145.7
"Age-adjusted value",126
