Age,Mean
"2 years",51
"3 years",52.4
"4 years",54.6
"5 years",57.3
"6 years",61
"7 years",64.1
"8 years",67.8
"9 years",72.3
"10 years",74.5
"11 years",78.2
"12 years",82.6
"13 years",85.3
"14 years",90.8
"15 years",92.5
"16 years",93.2
"17 years",95
"18 years",94.7
"19 years",96
"20 years and older",99.6
"20–29 years",97.4
"30–39 years",99.6
"40–49 years",100.7
"50–59 years",101.1
"60–69 years",100.6
"70–79 years",99.6
"80 years and older",97.5
