Age,Mean
"All ages",324
"2–11 months",71
"1–2 years",183
"3–5 years",207
"6–11 years",240
"12–15 years",297
"16–19 years",375
"20–29 years",395
"30–39 years",381
"40–49 years",342
"50–59 years",330
"60–69 years",303
"70–79 years",280
"80 years and over",245
