Age,Mean
"7-74 years",76.6
"7-11 years",64.4
"12-17 years",70.5
"18-24 years",71.9
"25-34 years",75
"35-44 years",79.8
"45-54 years",84.3
"55-64 years",86.6
"65-74 years",87.1
"Age-adjusted",77
