Age,Mean
"7-74 years",78.2
"7-11 years",65.2
"12-17 years",71
"18-24 years",74.3
"25-34 years",78.2
"35-44 years",82.6
"45-54 years",86.6
"55-64 years",87
"65-74 years",86.3
"Age-adjusted value",78.4
