Age,Mean
"8–11 years",0.866
"12–15 years",1.099
"16–19 years",1.293
"20–29 years",1.336
"30–39 years",1.325
"40–49 years",1.316
"50–59 years",1.293
"60–69 years",1.279
"70–79 years",1.235
"80 years and over",1.202
"20 years and over (age-adjusted)",1.302
