| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.878 |
| 12–15              | 1.087 |
| 16–19              | 1.147 |
| 20–29              | 1.159 |
| 30–39              | 1.16  |
| 40–49              | 1.158 |
| 50–59              | 1.12  |
| 60–69              | 1.068 |
| 70–79              | 0.993 |
| 80+                | 0.921 |
| 20+ (age-adjusted) | 1.119 |
