Age,Mean
"All ages",1833
"2–11 months",649
"1–2 years",959
"3–5 years",1074
"6–11 years",1232
"12–15 years",1399
"16–19 years",1450
"20–29 years",1829
"30–39 years",2047
"40–49 years",2054
"50–59 years",2631
"60–69 years",2185
"70–79 years",2202
"80 years and over",2008
