| Age               | Mean |
| ----------------- | ---- |
| All ages          | 1752 |
| 2–11 months       | 626  |
| 1–2 years         | 917  |
| 3–5 years         | 1105 |
| 6–11 years        | 1244 |
| 12–15 years       | 1266 |
| 16–19 years       | 1317 |
| 20–29 years       | 1826 |
| 30–39 years       | 1930 |
| 40–49 years       | 1908 |
| 50–59 years       | 2314 |
| 60–69 years       | 2098 |
| 70–79 years       | 2110 |
| 80 years and over | 1933 |
