Age,Median
"All ages",6.3
"2–11 months",8.9
"1–2 years",5
"3–5 years",5.5
"6–11 years",5.5
"12–15 years",5.8
"16–19 years",6.2
"20–29 years",6.4
"30–39 years",6.7
"40–49 years",7
"50–59 years",6.6
"60–69 years",6.2
"70–79 years",6.3
"80 years and over",6
