Age,Mean
"2 years",48
"3 years",49.8
"4 years",52.1
"5 years",53.3
"6 years",54.6
"7 years",57.6
"8 years",59.4
"9 years",62.9
"10 years",64.7
"11 years",67.4
"12 years",69.9
"13 years",74
"14 years",76.4
"15 years",74.1
"16 years",76.5
"17 years",78.5
"18 years",76.5
"19 years",78.6
"20 years and older",88.6
"20–29 years",80.5
"30–39 years",86.4
"40–49 years",89.7
"50–59 years",94.4
"60–69 years",94.5
"70–79 years",93.6
"80 years and older",91.7
