Age,"Standard error"
"All ages",0.25
"2–11 months",0.94
"1–2 years",0.53
"3–5 years",0.42
"6–11 years",0.46
"12–15 years",0.96
"16–19 years",0.88
"20–29 years",0.53
"30–39 years",0.57
"40–49 years",0.58
"50–59 years",0.46
"60–69 years",0.53
"70–79 years",0.45
"80 years and over",0.47
