Age,"Standard error"
"All ages",0.35
"2–11 months",1.44
"1–2 years",0.7
"3–5 years",0.67
"6–11 years",0.85
"12–15 years",1.13
"16–19 years",1.57
"20–29 years",0.8
"30–39 years",1.07
"40–49 years",1.09
"50–59 years",0.84
"60–69 years",0.72
"70–79 years",0.6
"80 years and over",0.75
