Age,Mean
"All ages",2129
"2–11 months",888
"1–2 years",1310
"3–5 years",1607
"6–11 years",1974
"12–15 years",2316
"16–19 years",2516
"20–29 years",2511
"30–39 years",2394
"40–49 years",2214
"50–59 years",2028
"60–69 years",1819
"70–79 years",1651
"80 years and over",1538
