| Age               | Mean |
| ----------------- | ---- |
| All ages          | 1764 |
| 2–11 months       | 857  |
| 1–2 years         | 1257 |
| 3–5 years         | 1543 |
| 6–11 years        | 1794 |
| 12–15 years       | 1993 |
| 16–19 years       | 1963 |
| 20–29 years       | 1992 |
| 30–39 years       | 1927 |
| 40–49 years       | 1802 |
| 50–59 years       | 1638 |
| 60–69 years       | 1548 |
| 70–79 years       | 1440 |
| 80 years and over | 1391 |
