| Age               | Mean |
| ----------------- | ---- |
| All ages          | 2517 |
| 2–11 months       | 916  |
| 1–2 years         | 1360 |
| 3–5 years         | 1667 |
| 6–11 years        | 2147 |
| 12–15 years       | 2631 |
| 16–19 years       | 3064 |
| 20–29 years       | 3052 |
| 30–39 years       | 2883 |
| 40–4 9 years      | 2643 |
| 50–59 years       | 2452 |
| 60–69 years       | 2139 |
| 70–79 years       | 1946 |
| 80 years and over | 1810 |
