Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15181,4.3,0.05,3.4,5767,4.1,0.1,3.2,8001,4.4,0.07,3.5
"Under 6 years",3461,2.9,0.08,2.4,1581,2.9,0.14,2.4,1580,3,0.1,2.6
"6–11 years",1553,4.5,0.14,3.9,733,4.4,0.26,3.6,693,4.6,0.18,4
"12–19 years",1658,5,0.17,4,711,5.3,0.32,4.2,796,4.9,0.18,3.7
"20–59 years",5921,4.5,0.08,3.6,1939,4.3,0.17,3.3,3484,4.6,0.09,3.7
"60 years and over",2588,3.7,0.07,2.9,803,3.3,0.14,2.6,1448,3.8,0.08,3
