Age,Mean
"8–11 years",85.13
"12–15 years",108.45
"16–19 years",127.39
"20–29 years",136.38
"30–39 years",139.87
"40–49 years",142.17
"50–59 years",141.79
"60–69 years",141.13
"70–79 years",130.17
"80 years and over",118.62
"20 years and over (age-adjusted)",138.36
