Age,Mean
"8–11 years",86.38
"12–15 years",111.83
"16–19 years",119.45
"20–29 years",123.84
"30–39 years",127.2
"40–49 years",128.34
"50–59 years",128.96
"60–69 years",124.71
"70–79 years",115.24
"80 years and over",101.28
"20 years and over (age-adjusted)",124.65
