Age,"Standard error"
"All ages",0.9
"2–11 months",0.6
"1–2 years",0.7
"3–5 years",0.8
"6–11 years",1.3
"12–15 years",2.2
"16–19 years",2.4
"20–29 years",2.2
"30–39 years",2.1
"40–49 years",1.7
"50–59 years",2.3
"60–69 years",1.3
"70–79 years",1.3
"80 years and over",1.4
