| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.87  |
| 12–15              | 1.075 |
| 16–19              | 1.134 |
| 20–29              | 1.145 |
| 30–39              | 1.147 |
| 40–49              | 1.148 |
| 50–59              | 1.109 |
| 60–69              | 1.061 |
| 70–79              | 0.987 |
| 80+                | 0.912 |
| 20+ (age-adjusted) | 1.108 |
