Age,Mean
"8–11 years",0.527
"12–15 years",0.634
"16–19 years",0.75
"20–29 years",0.753
"30–39 years",0.734
"40–49 years",0.726
"50–59 years",0.71
"60–69 years",0.702
"70–79 years",0.672
"80 years and over",0.652
"20 years and over (age-adjusted)",0.72
