| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.527 |
| 12–15              | 0.634 |
| 16–19              | 0.75  |
| 20–29              | 0.753 |
| 30–39              | 0.734 |
| 40–49              | 0.726 |
| 50–59              | 0.71  |
| 60–69              | 0.702 |
| 70–79              | 0.672 |
| 80+                | 0.652 |
| 20+ (age-adjusted) | 0.72  |
