| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.513 |
| 12–15              | 0.619 |
| 16–19              | 0.665 |
| 20–29              | 0.663 |
| 30–39              | 0.661 |
| 40–49              | 0.652 |
| 50–59              | 0.628 |
| 60–69              | 0.597 |
| 70–79              | 0.569 |
| 80+                | 0.537 |
| 20+ (age-adjusted) | 0.634 |
