Age,Mean
"8–11 years",0.513
"12–15 years",0.619
"16–19 years",0.665
"20–29 years",0.663
"30–39 years",0.661
"40–49 years",0.652
"50–59 years",0.628
"60–69 years",0.597
"70–79 years",0.569
"80 years and over",0.537
"20 years and over (age-adjusted)",0.634
