Age,Median
"All ages",2144
"2–11 months",–
"1–2 years",1022
"3–5 years",2753
"6–11 years",2933
"12–15 years",3813
"16–19 years",3990
"20–29 years",3507
"30–39 years",2902
"40–49 years",1815
"50–59 years",1659
"60–69 years",1361
"70–79 years",1092
"80 years and over",830
