Age,"Standard error"
"7-17 years (education : head of the household)",2.94
"7-11 years (education : head of the household)",3.8
"12-17 years (education : head of the household)",2.94
"18-74 years",2.19
"18-24 years",4.3
"25-34 years",4.36
"35-44 years",3.43
"45-54 years",3.91
"55-64 years",4.08
"65-74 years",1.94
