Age,"Standard error"
"7-74 years",0.63
"7-11 years",1.77
"12-17 years",1.48
"18-24 years",1.02
"25-34 years",1.72
"35-44 years",1.6
"45-54 years",1.96
"55-64 years",1.31
"65-74 years",0.77
