Age,Mean
"8–11 years",0.844
"12–15 years",1.001
"16–19 years",1.174
"20–29 years",1.213
"30–39 years",1.212
"40–49 years",1.205
"50–59 years",1.183
"60–69 years",1.169
"70–79 years",1.133
"80 years and over",1.109
"20 years and over (age-adjusted)",1.19
