| Age                | Mean  |
| ------------------ | ----- |
| 8–11               | 0.844 |
| 12–15              | 1.001 |
| 16–19              | 1.174 |
| 20–29              | 1.213 |
| 30–39              | 1.212 |
| 40–49              | 1.205 |
| 50–59              | 1.183 |
| 60–69              | 1.169 |
| 70–79              | 1.133 |
| 80+                | 1.109 |
| 20+ (age-adjusted) | 1.19  |
