Age,Mean
"2 years",18.8
"3 years",21.5
"4 years",23.4
"5 years",25.6
"6 years",27.4
"7 years",28.9
"8 years",31.4
"9 years",32.8
"10 years",34.9
"11 years",36.7
"12 years",38.5
"13 years",39.8
"14 years",39.9
"15 years",40.1
"16 years",40.2
"17 years",40.5
"18 years",40.1
"19 years",40.4
"20 years and older",38.6
"20–29 years",39.6
"30–39 years",39.4
"40–49 years",38.8
"50–59 years",38
"60–69 years",37.3
"70–79 years",36.8
"80 years and older",36.9
