| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 34.9 |
| 12–15              | 35   |
| 16–19              | 37.7 |
| 20–39              | 40.9 |
| 40–59              | 44.3 |
| 60–79              | 47.1 |
| 80+                | 45.2 |
| 20+                | 43.7 |
| 20+ (age adjusted) | 43.5 |
