Age,Mean
"8–11 years",34.82
"12–15 years",47.37
"16–19 years",50.34
"20–29 years",50.87
"30–39 years",50.84
"40–49 years",51.62
"50–59 years",50.44
"60–69 years",48.51
"70–79 years",47.7
"80 years and over",45.26
"20 years and over (age-adjusted)",50.19
