Age,Mean
"8–11 years",33.91
"12–15 years",47.55
"16–19 years",58.17
"20–29 years",58.45
"30–39 years",58.72
"40–49 years",60.23
"50–59 years",59.92
"60–69 years",59.36
"70–79 years",58.94
"80 years and over",58.31
"20 years and over (age-adjusted)",59.25
