Age,"Standard error"
"All ages",0.21
"2–11 months",0.27
"1–2 years",0.27
"3–5 years",0.29
"6–11 years",0.3
"12–15 years",0.7
"16–19 years",0.61
"20–29 years",0.47
"30–39 years",0.47
"40–49 years",0.66
"50–59 years",0.54
"60–69 years",0.52
"70–79 years",0.37
"80 years and over",0.45
