| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 131.6 |
| 7-11 years         | 103.4 |
| 12-17 years        | 112.8 |
| 18-24 years        | 113.4 |
| 25-34 years        | 119.6 |
| 35-44 years        | 129.2 |
| 45-54 years        | 141.6 |
| 55-64 years        | 148.4 |
| 65-74 years        | 153.7 |
| Age-adjusted value | 126.3 |
