| Age                | Mean  |
| ------------------ | ----- |
| 7-74 years         | 128.6 |
| 7-11 years         | 104.6 |
| 12-17 years        | 115.2 |
| 18-24 years        | 122.6 |
| 25-34 years        | 124.9 |
| 35-44 years        | 128.9 |
| 45-54 years        | 140.3 |
| 55-64 years        | 142.8 |
| 65-74 years        | 148.7 |
| Age-adjusted value | 126.6 |
