Age,Mean
"7-74 years",130.4
"7-11 years",104
"12-17 years",114
"18-24 years",117.5
"25-34 years",121.5
"35-44 years",129
"45-54 years",141.1
"55-64 years",146.4
"65-74 years",151.8
"Age-adjusted value",126.4
