Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",29103,28,0.3,22,10694,28,0.5,22,15771,28,0.4,22
"Under 6 years",6871,22,0.4,19,3145,20,0.6,17,3128,23,0.5,19
"6–11 years",3134,27,0.7,24,1446,26,1.1,23,1439,28,0.9,24
"12–19 years",3121,39,1,33,1345,36,1.8,30,1470,40,1,35
"20–59 years",10939,29,0.5,23,3328,32,0.8,25,6710,29,0.6,23
"60 years and over",5038,19,0.4,15,1430,17,0.6,13,3024,19,0.5,16
