Age,Mean
"2 years",5.3
"3 years",5.3
"4 years",5.4
"5 years",5.4
"6 years",6.9
"7 years",7.6
"8 years",8.5
"9 years",10.8
"10 years",11.7
"11 years",13.2
"12 years",15.2
"13 years",13.5
"14 years",11.9
"15 years",14.5
"16 years",12.9
"17 years",15.3
"18 years",13.6
"19 years",16.4
"20 years and older",22.3
"20–29 years",20.3
"30–39 years",23.5
"40–49 years",24.4
"50–59 years",23.6
"60–69 years",21.9
"70–79 years",18.5
"80 years and older",15.4
