Age,Mean
"2 years",5.9
"3 years",6.4
"4 years",6.7
"5 years",6.9
"6 years",7.6
"7 years",9.8
"8 years",9.7
"9 years",12.7
"10 years",13.5
"11 years",14.3
"12 years",14.9
"13 years",16.3
"14 years",18.2
"15 years",16.8
"16 years",17
"17 years",18.7
"18 years",17.4
"19 years",17
"20 years and older",20.2
"20–29 years",17.7
"30–39 years",19.8
"40–49 years",22
"50–59 years",24
"60–69 years",21.1
"70–79 years",18.7
"80 years and older",15.7
