Age,"Standard error"
"All ages",2.1
"2–11 months",1.4
"1–2 years",1.4
"3–5 years",2.2
"6–11 years",3.1
"12–15 years",3.7
"16–19 years",2.9
"20–29 years",5.6
"30–39 years",5.9
"40–49 years",3.7
"50–59 years",5.8
"60–69 years",3.5
"70–79 years",4.1
"80 years and over",9.2
