Age,"Standard error"
"All ages",2.5
"2–11 months",2.2
"1–2 years",1.7
"3–5 years",3
"6–11 years",3.5
"12–15 years",4.8
"16–19 years",4.4
"20–29 years",5
"30–39 years",10.3
"40–49 years",7
"50–59 years",9.7
"60–69 years",4.8
"70–79 years",7.5
"80 years and over",8.1
