Age,Median
"All ages",33.5
"2–11 months",38.4
"1–2 years",34.3
"3–5 years",32.6
"6–11 years",33.4
"12–15 years",33.5
"16–19 years",34.6
"20–29 years",33.3
"30–39 years",34.2
"40–49 years",34.7
"50–59 years",32.9
"60–69 years",32.1
"70–79 years",31.2
"80 years and over",31.4
