Age,"Standard error"
"8–11 years",0.115
"12–15 years",0.193
"16–19 years",0.199
"20–29 years",0.203
"30–39 years",0.205
"40–49 years",0.192
"50–59 years",0.194
"60–69 years",0.191
"70–79 years",0.182
"80 years and over",0.179
