Age,"Standard error"
"8–11 years",0.153
"12–15 years",0.161
"16–19 years",0.161
"20–29 years",0.156
"30–39 years",0.166
"40–49 years",0.165
"50–59 years",0.158
"60–69 years",0.158
"70–79 years",0.149
"80 years and over",0.145
