Age,Mean
"All ages",744
"2–11 months",701
"1–2 years",814
"3–5 years",821
"6–11 years",876
"12–15 years",825
"16–19 years",801
"20–29 years",768
"30–39 years",766
"40–49 years",675
"50–59 years",649
"60–69 years",682
"70–79 years",652
"80 years and over",656
