| Age                | Mean |
| ------------------ | ---- |
| 8–11               | 24.1 |
| 12–15              | 41.3 |
| 16–19              | 54.6 |
| 20–39              | 58.7 |
| 40–59              | 59.6 |
| 60–79              | 55.8 |
| 80+                | 48.7 |
| 20+                | 58.3 |
| 20+ (age adjusted) | 58   |
