Age,Mean
"8–11 years",23.9
"12–15 years",35.2
"16–19 years",38.4
"20–39 years",41.1
"40–59 years",41.8
"60–79 years",38.9
"80 years and older",34.7
"20 years and older (crude)",40.6
"20 years and older (age adjusted)",40.6
