Age,"Total : Sample size","Total : Mean","Total : Standard error","Total : Median","Poverty income ratio ≤ 1.300 : Sample size","Poverty income ratio ≤ 1.300 : Mean","Poverty income ratio ≤ 1.300 : Standard error","Poverty income ratio ≤ 1.300 : Median","Poverty income ratio > 1.300 : Sample size","Poverty income ratio > 1.300 : Mean","Poverty income ratio > 1.300 : Standard error","Poverty income ratio > 1.300 : Median"
"All ages",15181,33.4,0.19,33.5,5767,33,0.26,33.2,8001,33.5,0.24,33.6
"Under 6 years",3461,33.9,0.25,34,1581,34.7,0.41,34.7,1580,33.3,0.35,33
"6–11 years",1553,33.6,0.36,33.4,733,33,0.62,33.4,693,33.8,0.49,33.4
"12–19 years",1658,33.8,0.41,33.8,711,34,0.64,35,796,33.7,0.51,33.6
"20–59 years",5921,33.7,0.27,33.9,1939,33.1,0.39,33.3,3484,33.9,0.32,34.2
"60 years and over",2588,31.6,0.24,31.6,803,30.5,0.53,30.3,1448,32,0.34,32
